llave_cod_cliente,admin_antiguedad_banco,admin_flag_gerenciado,buro_creditos_otros_bancos,buro_score_apc,buro_wallet_share,comp_flag_atm,comp_flag_bpi,comp_flag_cnb,comp_flag_pos,comp_flag_suc,comp_perc_atm,comp_perc_canal_fisico,comp_perc_cnb,comp_perc_bpi,comp_perc_pos,comp_perc_suc,comp_score_digital,comp_txn_atm,comp_txn_bpi,comp_txn_cnb,comp_txn_pos,comp_txn_suc,comp_usd_atm_prom,comp_usd_bpi_prom,comp_usd_cnb_prom,comp_usd_pos_prom,comp_usd_suc_prom,dem_edad,dem_planilla,finc_bal_act,finc_bal_pas,finc_perc_act_tc,finc_perc_pas_tc,finc_sva,finc_tamano_comercial,pdcto_flag_auto,pdcto_flag_cta_ahorro,pdcto_flag_cta_corriente,pdcto_flag_cta_dpf,pdcto_flag_financomer,pdcto_flag_garantizado,pdcto_flag_hipoteca,pdcto_flag_pp,pdcto_flag_seguros,pdcto_flag_tiene_tdc,pdcto_flag_tiene_tdd,pdcto_ivc_actual
18365,23,0,1,597,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,3701.36,0,1,0,31.170524,3701.36,0,0,0,0,0,0,0,0,1,1,0,1
18490,23,0,0,604,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,3019.49,0,1,0,10.692096,3019.49,0,0,0,0,0,0,0,1,0,0,0,1
18871,23,0,1,709,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,7809.4,0,1,0,26.413367,7809.4,0,0,0,0,0,0,0,0,1,1,0,1
19079,23,0,1,749,0.57,0,1,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,494.9625,0,0,0,42,0,107466.203,3323.697,0.97,0.03,88.78156,110789.9,0,1,1,0,0,0,1,0,1,1,0,4
19216,23,0,1,594,0,1,1,0,1,0,0.36,0,0,0.13,0.51,0,1,49,17,0,70,0,654.583333,208.738333,0,125.659166,0,47,1,0,6.06,0,1,2.152527,6.06,0,1,0,0,0,0,0,0,0,0,1,1
19251,23,0,1,522,0,1,0,0,1,1,0.95,0,0,0,0.03,0.02,0,62,0,0,2,1,262.333333,0,0,10.1475,1.534166,62,0,0,4.89,0,1,2.152527,4.89,0,1,0,0,0,0,0,0,0,0,1,1
19293,23,0,1,657,0,1,0,0,1,0,0.77,0,0,0,0.23,0,0,148,0,0,43,0,537.083333,0,0,215.304166,0,58,1,0,29.14,0,1,2.152527,29.14,0,1,0,0,0,0,0,0,0,0,1,1
19483,23,0,0,502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0.01,0,1,2.152527,0.01,0,1,0,0,0,0,0,0,0,0,1,1
19524,23,0,1,721,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,3671.16,0,1,0,15.585262,3671.16,0,0,0,0,0,0,0,0,1,1,0,1
19731,23,0,1,696,0,1,0,0,1,1,0.79,0,0,0,0.19,0.02,0,33,0,0,8,1,395,0,0,25.975833,8.333333,75,0,0,1871.02,0,1,3.689008,1871.02,0,1,0,0,0,0,0,0,0,0,0,1
19789,23,0,1,587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,30,0,1,1.303705,30,0,1,0,0,0,0,0,0,0,0,0,1
19959,23,0,0,604,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,12928.34,0,1,0,10.692096,12928.34,0,0,0,0,0,0,0,1,0,0,0,1
20004,23,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,3842.27,0,1,6.518525,3842.27,0,1,0,0,0,0,0,0,0,0,0,1
20173,23,0,0,473,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,10,0,0,0,0,134.666666,77,0,21291.88,0,1,0,13.541513,21291.88,0,1,0,0,0,0,0,1,0,0,0,2
20195,23,0,0,,0,1,0,0,1,0,0.36,0,0,0,0.64,0,0,67,0,0,117,0,722.916666,0,0,259.3,0,73,1,0,803.69,0,1,2.152527,803.69,0,1,0,0,0,0,0,0,0,0,1,1
20212,23,0,1,393,0,1,0,0,1,1,0.93,0,0,0,0.06,0.02,0,50,0,0,3,1,174.583333,0,0,4.245833,6.666666,71,0,0,10.78,0,1,4.53783,10.78,0,1,0,0,0,0,0,0,0,0,1,1
20413,23,0,1,626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,26.15,0,1,1.289792,26.15,0,1,0,0,0,0,0,0,0,0,0,1
20597,23,0,1,557,0.12,1,1,0,1,1,0.25,0,0,0.03,0.72,0,1,150,19,0,437,2,957.083333,241.788333,0,963.955833,142.536666,55,1,9362.7457,2796.6643,0.77,0.23,21.494956,12159.41,0,1,1,0,0,0,0,0,1,1,1,3
20731,23,0,0,537,0,1,0,0,1,0,0.31,0,0,0,0.69,0,0,5,0,0,11,0,37.5,0,0,21.425,0,52,0,0,3.79,0,1,0.848822,3.79,0,1,1,0,0,0,0,0,0,0,1,2
20865,23,0,1,452,0.25,1,0,0,1,1,0.79,0,0,0,0.2,0.01,0,121,0,0,30,2,705.083333,0,0,74.895833,8.666666,65,0,11788.78,0,1,0,13.379889,11788.78,0,1,0,0,0,0,1,0,0,0,1,2
21032,23,0,1,450,0.92,1,0,0,1,1,0.48,0,0,0,0.02,0.5,0,22,0,0,1,23,532.75,0,0,0.375,449.965,57,1,23979.55,0,1,0,14.641668,23979.55,0,1,0,0,0,0,1,0,0,0,1,2
21068,23,0,1,0,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0.01,0,1,15.212169,0.01,0,1,1,0,0,0,0,0,0,0,0,2
21297,23,0,0,,0,1,0,0,1,0,0.99,0,0,0,0.01,0,0,238,0,0,3,0,1285.416666,0,0,4.121666,0,59,1,0,122.71,0,1,2.152527,122.71,0,1,0,0,0,0,0,0,0,0,1,1
21456,23,0,1,668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,27950.67,0,1,0,10.145764,27950.67,0,0,0,0,0,0,1,0,0,0,0,1
22076,23,0,0,598,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,18837.47,0,1,0,21.520201,18837.47,0,0,1,0,0,0,0,1,0,0,0,2
22133,23,0,1,687,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,6139.71,0,1,0,15.585262,6139.71,0,0,0,0,0,0,0,0,1,1,0,1
22201,23,0,1,737,0.81,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,9,0,0,0,0,150.516666,50,0,19414.94,0,1,0,22.017267,19414.94,0,0,0,0,0,0,1,0,0,0,0,1
22469,23,0,0,513,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,72911.09,0,1,0,10.145764,72911.09,0,0,0,0,0,0,1,0,0,0,0,1
22632,23,0,1,486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,17406.33,0,1,0,1.303705,17406.33,0,1,0,0,1,0,0,0,0,0,0,2
23025,23,0,0,680,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,8.9,0,1,4.520073,8.9,0,1,1,0,0,0,0,0,0,0,0,2
23094,23,0,1,604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,7.17,0,1,,7.17,0,1,0,0,0,0,0,0,0,0,0,1
23120,23,0,1,615,0,1,0,0,0,0,1,0,0,0,0,0,0,13,0,0,0,0,156.25,0,0,0,0,66,0,0,0.02,0,1,2.775398,0.02,0,0,1,0,0,0,0,0,0,0,1,1
23526,23,0,0,,0,0,1,0,0,1,0,0,0,0.22,0,0.78,0,0,4,0,0,14,0,18.009166,0,0,586.666666,90,0,0,939.61,0,1,6.378178,939.61,0,1,1,0,0,0,0,0,0,0,0,2
23693,23,0,1,704,0.06,1,1,0,1,1,0.64,0,0,0.15,0.18,0.03,1,56,13,0,16,3,1802.333333,238.333333,0,64.493333,270.773333,51,1,9808.76,0,1,0,29.052756,9808.76,0,0,1,0,0,0,0,1,1,1,1,3
23847,23,0,1,,0.25,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,14,0,0,0,0,280.4175,62,0,14248.99,0,1,0,14.96371,14248.99,1,1,0,0,0,0,0,0,0,0,1,2
23890,23,0,1,593,0,1,0,0,0,0,1,0,0,0,0,0,0,68,0,0,0,0,626.25,0,0,0,0,66,1,0,3.23,0,1,2.775398,3.23,0,0,1,0,0,0,0,0,0,0,1,1
24267,23,0,1,599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0.01,0,1,1.289792,0.01,0,1,1,0,0,0,0,0,0,0,0,2
24313,23,0,0,577,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,22926.86,0,1,0,10.692096,22926.86,0,0,0,0,0,0,0,1,0,0,0,1
24484,23,0,1,475,0.27,1,0,0,1,1,0.07,0,0,0,0.86,0.07,0,3,0,0,37,3,12.5,0,0,138.174166,152.5,67,0,21728.09,0,1,0,12.844623,21728.09,0,1,0,0,0,0,0,1,0,0,1,2
24557,23,0,1,546,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,271.666666,61,0,0,4501.12,0,1,6.350073,4501.12,0,1,1,0,0,0,0,0,0,0,0,2
24744,23,0,1,523,0,1,0,0,1,0,0.56,0,0,0,0.44,0,0,45,0,0,35,0,370.5,0,0,28.055,0,56,0,0,0.84,0,1,3.234125,0.84,0,1,0,0,0,0,0,0,0,0,1,1
24817,23,0,1,673,0.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,27783.42,0,1,0,10.692096,27783.42,0,1,0,0,0,0,0,1,0,0,0,2
25054,23,0,1,416,0,1,0,0,1,1,0.55,0,0,0,0.43,0.02,0,73,0,0,57,3,1384.15,0,0,267.531666,72.083333,45,1,0,1104.33,0,1,2.775398,1104.33,0,1,1,0,0,0,0,0,0,0,1,2
25165,23,0,1,587,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,4.166666,65,0,0,70,0,1,1.303705,70,0,1,0,0,0,0,0,0,0,0,0,1
25194,23,0,0,648,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,15310.05,0,1,0,10.692096,15310.05,0,1,0,0,0,0,0,1,0,0,0,2
25618,23,0,1,596,0,1,0,0,1,0,0.82,0,0,0,0.18,0,0,55,0,0,12,0,768.75,0,0,75.430833,0,56,1,2575.55,0,1,0,18.36066,2575.55,0,0,1,0,0,0,0,0,1,1,1,2
26257,23,0,1,505,0.14,1,0,0,1,1,0.7,0,0,0,0.28,0.02,0,113,0,0,45,3,678.75,0,0,116.609166,58.333333,59,0,2885.22,0,1,0,18.819387,2885.22,0,1,0,0,0,0,0,0,1,0,1,2
26475,23,0,1,583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,3.13,0,1,2.593497,3.13,0,1,0,0,0,0,0,0,0,0,0,1
26620,23,0,1,602,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,3.216368,0,0,1,1,0,0,0,0,0,1,0,0,2
26661,23,0,1,782,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,12,0,0,0,0,36.25,60,0,0,2950.87,0,1,7.239819,2950.87,0,1,0,0,0,0,0,0,0,0,0,1
26821,23,0,1,556,0.22,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,42.833333,70,0,10636.91,0,1,0,11.239009,10636.91,0,0,0,0,0,0,1,0,0,0,0,1
26881,23,0,1,741,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,4499.7696,187.4904,0.96,0.04,17.511838,4687.26,0,0,1,0,0,0,0,0,1,1,0,2
26900,23,0,0,599,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,18776.7,0,1,0,11.995801,18776.7,0,1,0,0,0,0,0,1,0,0,0,2
27259,23,0,0,604,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,24747.11,0,1,0,10.692096,24747.11,0,0,0,0,0,0,0,1,0,0,0,1
27352,23,0,1,682,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,4831.28,0,1,0,10.692096,4831.28,0,0,0,0,0,0,0,1,0,0,0,1
27395,23,0,0,769,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,29,0,0,0,0,1253.546666,81,0,449.6472,1215.7128,0.27,0.73,20.745191,1665.36,0,1,0,0,0,0,0,0,1,1,0,2
27630,23,0,1,,0.68,1,1,0,0,1,0.78,0,0,0.18,0,0.04,2,165,38,0,0,8,2733.879166,350.833333,0,0,455.416666,89,0,12605.6544,525.2356,0.96,0.04,21.788164,13130.89,0,1,0,0,0,0,0,0,1,1,0,2
27811,23,0,0,631,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,16434.97,0,1,0,13.908464,16434.97,0,1,1,0,0,0,0,1,0,0,0,3
27919,23,0,0,543,0,1,0,0,1,0,0.7,0,0,0,0.3,0,0,53,0,0,23,0,184.583333,0,0,42.244166,0,62,1,0,363.1,0,1,2.775398,363.1,0,0,1,0,0,0,0,0,0,0,1,1
27999,23,0,0,788,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,324.099166,49,0,0,1701.44,0,1,1.303705,1701.44,0,1,0,0,0,0,0,0,0,0,0,1
28446,23,0,0,564,0,0,1,0,0,1,0,0,0,0.41,0,0.59,0,0,11,0,0,16,0,166.083333,0,0,220.75,48,0,0,56.23,0,1,3.883289,56.23,0,1,0,0,0,0,0,0,0,0,0,1
28696,23,0,1,748,0.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,20970.33,0,1,0,10.145764,20970.33,0,0,0,0,0,0,1,0,0,0,0,1
29567,23,0,1,733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0.01,0,1,1.289792,0.01,0,1,0,0,0,0,0,0,0,0,0,1
29751,23,0,0,548,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,27991.15,0,1,0,26.277358,27991.15,0,0,0,0,0,0,0,1,1,1,0,2
29840,23,0,1,731,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,1333.18,0,1,0,26.413367,1333.18,0,0,0,0,0,0,0,0,1,1,0,1
29898,23,0,1,404,0,1,0,0,1,1,0.69,0,0,0,0.3,0,0,442,0,0,191,3,553.5,0,0,118.185,33.75,69,0,0,6.35,0,1,15.143829,6.35,0,1,0,0,0,0,0,0,0,0,1,1
29918,23,0,0,0,0,1,0,0,1,1,0.2,0,0,0,0.67,0.13,0,32,0,0,106,20,339.166666,0,0,1525.848333,457.5,53,0,0,17337.51,0,1,2.152527,17337.51,0,1,0,0,0,0,0,0,0,0,1,1
29969,23,0,0,604,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,14531.32,0,1,0,10.692096,14531.32,0,0,0,0,0,0,0,1,0,0,0,1
30100,23,0,1,767,0.09,1,1,0,0,0,0.48,0,0,0.52,0,0,1,11,12,0,0,0,44.583333,50.985,0,0,0,70,0,1659.65,0,1,0,28.429885,1659.65,0,1,0,0,0,0,0,1,1,1,1,3
30332,23,0,0,604,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,12120.69,0,1,0,21.520201,12120.69,0,0,0,0,0,0,0,1,0,0,0,1
30377,23,0,0,621,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,15929.68,0,1,0,10.692096,15929.68,0,0,0,0,0,0,0,1,0,0,0,1
30451,23,0,1,594,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,4703.08,0,1,0,10.692096,4703.08,0,1,0,0,0,0,0,1,0,0,0,2
30486,23,0,1,747,0.41,1,0,0,1,1,0.68,0,0,0,0.3,0.02,0,45,0,0,20,1,1001.166666,0,0,136.2125,131.666666,46,1,0,4.27,0,1,2.152527,4.27,0,1,0,0,0,0,0,0,0,0,1,1
30547,23,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,1.93,0,1,1.303705,1.93,0,1,0,0,0,0,0,0,0,0,0,1
30602,23,0,1,551,0,1,0,0,1,0,0.62,0,0,0,0.38,0,0,69,0,0,42,0,525.5,0,0,76.688333,0,73,1,0,1.62,0,1,2.152527,1.62,0,1,0,0,0,0,0,0,0,0,1,1
30763,23,0,1,648,0,1,0,0,0,1,0.99,0,0,0,0,0.01,0,86,0,0,0,1,551.083333,0,0,0,91.666666,59,1,0,3.74,0,1,2.152527,3.74,0,1,0,0,0,0,0,0,0,0,1,1
30969,23,0,1,610,0,1,0,0,1,1,0.61,0,0,0,0.29,0.1,0,25,0,0,12,4,461.666666,0,0,185.4475,612.5,63,0,0,2004.81,0,1,3.234125,2004.81,0,1,0,0,0,0,0,0,0,0,1,1
30986,23,0,0,722,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,8118.96,0,1,0,48.887701,8118.96,0,0,0,0,0,0,0,1,0,0,0,1
31009,23,0,1,617,0,1,0,0,0,1,0.78,0,0,0,0,0.23,0,62,0,0,0,18,73.333333,0,0,0,125,73,0,0,70.5,0,1,56.885556,70.5,0,1,0,0,0,0,0,0,0,0,1,1
31175,23,0,0,604,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,16898.67,0,1,0,10.692096,16898.67,0,0,0,0,0,0,0,1,0,0,0,1
31422,23,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,2.37,0,1,,2.37,0,1,1,0,0,0,0,0,0,0,0,2
31550,23,0,1,826,0.01,1,0,0,0,1,0.45,0,0,0,0,0.55,0,20,0,0,0,24,140.024166,0,0,0,407.916666,62,0,0,585.93,0,1,43.14187,585.93,0,1,0,0,0,0,0,0,1,1,1,2
31564,23,0,1,601,0,1,0,0,1,0,0.43,0,0,0,0.57,0,0,10,0,0,13,0,75.833333,0,0,81.160833,0,51,1,0,4.3,0,1,2.775398,4.3,0,0,1,0,0,0,0,0,0,0,1,1
31938,23,0,1,731,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,20533.94,0,1,0,10.692096,20533.94,0,0,0,0,0,0,0,1,0,0,0,1
32110,23,0,1,629,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,1888.69,0,1,0,10.692096,1888.69,0,0,0,0,0,0,0,1,0,0,0,1
32130,23,0,0,604,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,25474.29,0,1,0,10.692096,25474.29,0,0,0,0,0,0,0,1,0,0,0,1
32151,23,0,0,577,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,7402.5,0,1,0,10.692096,7402.5,0,1,0,0,0,0,0,1,0,0,0,2
32498,23,0,1,551,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,16043.87,0,1,0,21.520201,16043.87,0,0,0,0,0,0,0,1,0,0,0,1
32552,23,0,1,694,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,28,0,0,0,0,171.25,65,0,0,72.19,0,1,4.913642,72.19,0,1,0,0,0,0,0,0,0,0,0,1
32663,23,0,1,454,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,21961.89,0,1,0,10.692096,21961.89,0,0,0,0,0,0,0,1,0,0,0,1
32683,23,0,0,594,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,19008.92,0,1,0,10.692096,19008.92,0,0,0,0,0,0,0,1,0,0,0,1
32692,23,0,0,648,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,9939.38,0,1,0,10.692096,9939.38,0,0,0,0,0,0,0,1,0,0,0,1
33058,23,0,1,620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,226.67,0,1,1.303705,226.67,0,1,0,0,0,0,0,0,0,0,0,1
33089,23,0,0,,0,1,0,0,1,0,0.77,0,0,0,0.23,0,0,55,0,0,16,0,635.833333,0,0,118.835833,0,57,1,3219.38,0,1,0,2.152527,3219.38,0,1,0,0,1,0,0,0,0,0,1,2
33267,23,0,1,742,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,1641.2746,33.4954,0.98,0.02,19.110262,1674.77,0,1,0,0,0,0,0,0,1,1,0,2
33275,23,0,1,692,0,1,0,0,1,1,0.77,0,0,0,0.22,0.01,0,125,0,0,35,2,1773.333333,0,0,113.8825,136,64,0,10153.53,0,1,0,32.795702,10153.53,0,1,0,0,0,0,0,0,1,1,1,2
33571,23,0,1,741,0.37,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,12,0,0,0,0,142.321666,53,0,5085.3,0,1,0,11.183,5085.3,0,0,0,0,0,0,1,0,0,0,0,1
33605,23,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,252.13,0,1,0,10.692096,252.13,0,0,0,0,0,0,0,1,0,0,0,1
33714,23,0,1,481,0,1,0,0,1,0,0.34,0,0,0,0.66,0,0,107,0,0,210,0,660.416666,0,0,434.575833,0,52,1,0,102.25,0,1,3.456232,102.25,0,1,0,0,0,0,0,0,0,0,1,1
33842,23,0,0,619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,319.62,0,1,1.303705,319.62,0,1,0,0,0,0,0,0,0,0,0,1
33958,23,0,1,407,0.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,8423.43,0,1,0,10.692096,8423.43,0,0,0,0,0,0,0,1,0,0,0,1
34211,23,0,0,545,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,44382.28,0,1,0,26.277358,44382.28,0,0,0,0,0,0,0,1,1,0,0,2
34501,23,0,1,730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,3.23,0,1,1.303705,3.23,0,1,0,0,0,0,0,0,0,0,0,1
34542,23,0,0,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,516.391666,68,0,0,672.44,0,1,11.995801,672.44,0,1,0,0,0,0,0,0,0,0,0,1
34545,23,0,1,665,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,2086.11,0,1,0,10.692096,2086.11,0,0,0,0,0,0,0,1,0,0,0,1
34550,23,0,1,577,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,17349.56,0,1,0,10.692096,17349.56,0,0,0,0,0,0,0,1,0,0,0,1
34570,23,0,1,509,0.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,8195.05,0,1,0,10.692096,8195.05,0,0,0,0,1,0,0,1,0,0,0,2
34630,23,0,0,584,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,15,0,0,0,0,123.333333,67,0,8871.8696,1209.8004,0.88,0.12,15.094351,10081.67,0,1,0,0,0,0,0,1,0,0,0,2
34780,23,0,1,507,0.27,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,9,0,0,0,0,152.416666,52,0,4434.43,0,1,0,11.200249,4434.43,0,0,0,0,0,0,1,0,0,0,0,1
35235,23,0,1,732,0.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,20.65,0,1,1.303705,20.65,0,1,0,0,0,0,0,0,0,0,0,1
35279,23,0,0,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,39,0,0,0,0,3894.583333,86,0,0,62.92,0,1,9.049803,62.92,0,1,0,0,0,0,0,0,0,0,0,1
35367,23,0,1,627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,1.289792,0,0,1,0,0,0,0,0,0,0,0,0,1
35420,23,0,0,722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,35133.49,0,1,0,15.585262,35133.49,0,0,0,0,0,0,0,0,1,1,0,1
35500,23,0,1,665,0,1,0,0,1,0,0.42,0,0,0,0.58,0,0,155,0,0,213,0,472.083333,0,0,451.606666,0,66,1,0,179.4,0,1,13.603503,179.4,0,0,1,0,0,0,0,0,0,0,1,1
35740,23,0,1,805,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,43.333333,70,0,0,6909.07,0,1,2.919955,6909.07,0,1,0,0,0,0,0,0,0,0,0,1
35769,23,0,1,654,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,1034.82,0,1,0,10.692096,1034.82,0,0,0,0,0,0,0,1,0,0,0,1
36335,23,0,1,570,0,1,0,0,1,1,0.45,0,0,0,0.54,0.01,0,87,0,0,104,1,871.666666,0,0,316.875833,41.666666,62,0,0,776.66,0,1,3.234125,776.66,0,1,0,0,0,0,0,0,0,0,1,1
36408,23,0,1,527,0.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,3610.15,0,1,0,21.520201,3610.15,0,0,0,0,0,0,0,1,0,0,0,1
36653,23,0,1,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,3.44,0,1,10.828105,3.44,0,0,1,0,0,0,0,0,0,0,0,1
36946,23,0,1,924,0,1,0,0,1,1,0.89,0,0,0,0.05,0.06,0,105,0,0,6,7,1149.265,0,0,25.333333,261.666666,53,1,0,3598.89,0,1,2.152527,3598.89,0,1,0,0,0,0,0,0,0,0,1,1
36995,23,0,1,491,0.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,15315.08,0,1,0,10.692096,15315.08,0,1,0,0,0,0,0,1,0,0,0,2
37243,23,0,0,540,1,1,1,0,1,1,0.81,0,0,0.12,0.03,0.05,1,88,13,0,3,5,794.0025,3.1775,0,1.903333,496.666666,50,1,11059.1936,1093.7664,0.91,0.09,19.125919,12152.96,0,1,1,0,0,0,0,1,0,0,1,3
