llave_cod_cliente,admin_antiguedad_banco,admin_flag_gerenciado,buro_creditos_otros_bancos,buro_score_apc,buro_wallet_share,comp_flag_atm,comp_flag_bpi,comp_flag_cnb,comp_flag_pos,comp_flag_suc,comp_perc_atm,comp_perc_canal_fisico,comp_perc_cnb,comp_perc_bpi,comp_perc_pos,comp_perc_suc,comp_score_digital,comp_txn_atm,comp_txn_bpi,comp_txn_cnb,comp_txn_pos,comp_txn_suc,comp_usd_atm_prom,comp_usd_bpi_prom,comp_usd_cnb_prom,comp_usd_pos_prom,comp_usd_suc_prom,dem_edad,dem_planilla,finc_bal_act,finc_bal_pas,finc_perc_act_tc,finc_perc_pas_tc,finc_sva,finc_tamano_comercial,pdcto_flag_auto,pdcto_flag_cta_ahorro,pdcto_flag_cta_corriente,pdcto_flag_cta_dpf,pdcto_flag_financomer,pdcto_flag_garantizado,pdcto_flag_hipoteca,pdcto_flag_pp,pdcto_flag_seguros,pdcto_flag_tiene_tdc,pdcto_flag_tiene_tdd,pdcto_ivc_actual,dem_salario
445192,13,0,1,621,0,1,0,0,1,0,0.61,0,0,0,0.39,0,0,28,0,0,18,0,558.75,0,0,172.246666,0,51,1,0,3709.01,0,1,4.079103,3709.01,0,1,1,0,0,0,0,0,0,0,1,2,710.82
445205,13,0,0,,0,1,1,0,1,1,0.24,0,0,0.24,0.5,0.03,2,179,177,0,374,21,990,535.453333,0,530.885,333.75,38,0,0,759.1,0,1,9.029025,759.1,0,1,0,0,0,0,0,0,0,0,1,1,1163.95
445454,13,0,1,462,0,1,1,0,1,1,0.47,0,0,0.21,0.32,0.01,1,34,15,0,23,1,307.5,111.666666,0,77.86,41.666666,32,1,905.67,0,1,0,50.617789,905.67,0,1,0,0,0,0,0,0,1,1,1,2,565.17
445540,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,9485.83,0,1,0,10.692096,9485.83,0,0,0,0,0,0,0,1,0,0,0,1,831.25
445567,13,0,0,604,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,11812.35,0,1,0,10.692096,11812.35,0,0,0,0,0,0,0,1,0,0,0,1,904.02
445734,13,0,0,604,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,3263.67,0,1,0,10.692096,3263.67,0,0,0,0,0,0,0,1,0,0,0,1,796.60
446307,13,0,0,577,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,10289.44,0,1,0,10.692096,10289.44,0,0,0,0,0,0,0,1,0,0,0,1,899.67
446566,13,0,1,719,0,1,0,0,1,0,0.17,0,0,0,0.83,0,0,54,0,0,259,0,329.166666,0,0,244.993333,0,39,1,0,5.85,0,1,2.152527,5.85,0,1,0,0,0,0,0,0,0,0,1,1,624.59
447276,13,0,1,650,0.95,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,70.416666,41,0,22304.26,0,1,0,10.145764,22304.26,0,1,0,0,0,0,1,0,0,0,0,2,1180.80
447438,13,0,1,524,0.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,9529.47,0,1,0,10.692096,9529.47,0,0,0,0,0,0,0,1,0,0,0,1,844.65
448011,13,0,1,346,0,1,0,0,0,1,0.76,0,0,0,0,0.24,0,13,0,0,0,4,31.666666,0,0,0,21.416666,50,0,0,3.45,0,1,3.717601,3.45,0,1,0,0,0,0,0,0,0,0,1,1,626.40
448828,13,0,1,469,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,8851.91,0,1,0,11.995801,8851.91,0,1,0,0,0,0,0,1,0,0,0,2,912.00
449673,13,0,1,376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,267.1,0,1,1.303705,267.1,0,1,1,0,0,0,0,0,0,0,0,2,955.84
450081,13,0,1,799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,1.303705,0,0,1,0,0,0,0,0,0,0,0,0,1,1528.80
450162,13,0,1,589,0.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,6278.15,0,1,0,10.692096,6278.15,0,0,0,0,0,0,0,1,0,0,0,1,923.59
450248,13,0,1,512,0.08,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,5.916666,43,0,4098.48,0,1,0,11.995801,4098.48,0,0,0,0,0,0,0,1,0,0,0,1,1265.40
451157,13,0,1,640,0,1,0,0,1,0,0.49,0,0,0,0.51,0,0,39,0,0,41,0,585.833333,0,0,16.720833,0,43,1,0,2.77,0,1,2.152527,2.77,0,1,1,0,0,0,0,0,0,0,1,2,691.26
451661,13,0,0,604,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,5347.21,0,1,0,10.692096,5347.21,0,0,0,0,0,0,0,1,0,0,0,1,660.45
452118,13,0,0,577,0,1,0,0,0,0,1,0,0,0,0,0,0,39,0,0,0,0,1120.083333,0,0,0,0,48,0,0,0.01,0,1,2.775398,0.01,0,0,1,0,0,0,0,0,0,0,1,1,878.53
453470,13,0,1,671,0.14,1,0,0,1,1,0.73,0,0,0,0.25,0.02,0,65,0,0,22,2,126.666666,0,0,23.538333,5.833333,70,0,5558.81,0,1,0,13.926221,5558.81,0,1,0,0,0,0,0,1,0,0,1,2,912.58
453513,13,0,1,533,0.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,5906.72,0,1,0,10.692096,5906.72,0,0,0,0,0,0,0,1,0,0,0,1,1003.62
454000,13,0,0,648,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,48.498333,50,0,1555.49,0,1,0,11.723944,1555.49,0,1,0,0,0,0,0,1,0,0,0,2,707.53
454422,13,0,1,805,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,151.456666,61,0,164.5,0,1,0,3.216368,164.5,0,1,1,0,0,0,0,0,0,0,0,3,618.50
454443,13,0,1,501,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,7661.67,0,1,0,10.692096,7661.67,0,0,0,0,0,0,0,1,0,0,0,1,832.70
454539,13,0,1,789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0.01,0,1,1.289792,0.01,0,1,0,0,0,0,0,0,0,0,0,1,766.40
455491,13,0,0,,0,1,0,0,1,0,0.97,0,0,0,0.03,0,0,154,0,0,5,0,953.333333,0,0,2.170833,0,56,1,0,104.69,0,1,2.152527,104.69,0,1,1,0,0,0,0,0,0,0,1,2,754.16
455796,13,0,0,604,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,7632.54,0,1,0,10.692096,7632.54,0,0,0,0,0,0,0,1,0,0,0,1,850.26
455865,13,0,1,430,0,1,1,0,1,0,0.75,0,0,0.11,0.14,0,0,43,6,0,8,0,436.166666,12.491666,0,2.584166,0,34,0,0,0.01,0,1,3.234125,0.01,0,1,0,0,0,0,0,0,0,0,1,1,687.40
455984,13,0,0,644,1,1,0,0,1,1,0.76,0,0,0,0,0.24,0,159,0,0,1,50,1115.166666,0,0,1.104166,571.420833,43,1,380.0472,107.1928,0.78,0.22,21.317919,487.24,0,1,1,0,0,0,0,1,0,0,1,3,889.36
456091,13,0,1,567,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,5878.09,0,1,0,10.692096,5878.09,0,0,0,0,0,0,0,1,0,0,0,1,960.21
458765,13,0,1,380,0.14,1,1,0,1,1,0.21,0,0,0.11,0.67,0.01,2,139,70,0,440,6,622.5,85.730833,0,550.158333,247.713333,33,1,14730.9723,148.7977,0.99,0.01,13.467494,14879.77,0,0,1,0,0,0,0,1,0,0,1,2,1084.10
459040,13,0,1,490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,2.94,0,1,,2.94,0,1,0,0,0,0,0,0,0,0,0,1,766.40
459084,13,0,1,294,0,1,0,0,1,1,0.4,0,0,0,0.58,0.02,0,77,0,0,111,4,364.333333,0,0,142.248333,399.425,32,0,0,0.11,0,1,2.775398,0.11,0,0,1,0,0,0,0,0,0,0,1,1,791.10
459200,13,0,1,522,0,1,0,0,1,1,0.93,0,0,0,0.05,0.02,0,133,0,0,7,3,874.916666,0,0,3.2975,143.333333,58,1,0,3.6,0,1,7.130498,3.6,0,1,1,0,0,0,0,0,0,0,1,2,703.32
459541,13,0,1,684,0,1,0,0,0,1,1,0,0,0,0,0,0,220,0,0,0,1,606.25,0,0,0,20.833333,57,1,0,169.88,0,1,6.658687,169.88,0,1,1,0,0,0,0,0,0,0,1,2,590.96
459580,13,0,1,646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0.99,0,1,1.289792,0.99,0,1,1,0,0,0,0,0,0,0,0,2,766.40
459964,13,0,0,454,0,1,0,0,1,1,0.85,0,0,0,0.13,0.03,0,34,0,0,5,1,490,0,0,12.4975,6.666666,42,0,0,0.07,0,1,2.775398,0.07,0,0,1,0,0,0,0,0,0,0,1,1,662.11
460075,13,0,0,621,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,8002.04,0,1,0,10.692096,8002.04,0,0,0,0,0,0,0,1,0,0,0,1,852.76
461158,13,0,0,630,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.446666,75,0,8685.93,0,1,0,11.995801,8685.93,0,1,0,0,0,0,0,1,0,0,0,2,774.96
461179,13,0,1,533,0.06,1,1,0,1,1,0.42,0,0,0.13,0.32,0.13,1,47,14,0,36,14,757.083333,22.7025,0,95.003333,142.299166,39,1,8261.5392,344.2308,0.96,0.04,34.25864,8605.77,0,1,1,0,0,0,0,1,1,1,1,4,743.75
462004,13,0,1,750,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,9,0,0,0,0,105,39,0,0,678.87,0,1,2.60741,678.87,0,1,0,0,0,0,0,0,0,0,0,1,791.10
462046,13,0,0,515,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,675.9164,43.1436,0.94,0.06,15.585262,719.06,0,1,0,0,0,0,0,0,1,1,0,2,730.07
462201,13,0,1,561,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,7521.93,0,1,0,10.692096,7521.93,0,0,0,0,0,0,0,1,0,0,0,1,941.46
462232,13,0,1,604,0.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,4189.5,0,1,0,10.692096,4189.5,0,0,0,0,0,0,0,1,0,0,0,1,775.94
462427,13,0,1,477,0.07,1,1,0,1,0,0.79,0,0,0.08,0.14,0,1,179,18,0,31,0,572.25,41.035,0,40.3875,0,49,1,981.89,0,1,0,20.885998,981.89,0,1,0,0,0,0,0,0,1,1,1,3,645.89
462623,13,0,1,507,0,1,0,0,1,0,0.64,0,0,0,0.36,0,0,166,0,0,93,0,987.583333,0,0,172.2175,0,36,1,0,0.34,0,1,2.152527,0.34,0,1,0,0,0,0,0,0,0,0,1,1,779.64
462787,13,0,1,746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,65.72,0,1,1.303705,65.72,0,1,0,0,0,0,0,0,0,0,0,1,618.50
463162,13,0,1,629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,1.289792,0,0,1,0,0,0,0,0,0,0,0,0,1,912.00
463294,13,0,1,666,0.89,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,9,0,0,0,0,204.166666,75,0,37251.61,0,1,0,11.995801,37251.61,0,1,0,0,0,0,0,1,0,0,0,2,1500.00
464205,13,0,1,406,0.66,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,17.213333,32,0,5035.59,0,1,0,11.652096,5035.59,0,1,0,0,0,0,0,1,0,0,0,2,857.82
464390,13,0,1,717,0.19,1,0,0,0,0,1,0,0,0,0,0,0,236,0,0,0,0,1294.333333,0,0,0,0,51,1,4354.8318,43.9882,0.99,0.01,12.844623,4398.82,0,1,0,0,0,0,0,1,0,0,1,2,990.32
465106,13,0,1,581,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,1763.06,0,1,0,15.585262,1763.06,0,0,0,0,0,0,0,0,1,1,0,1,1020.08
465529,12,0,1,752,0.93,1,0,0,1,1,0.36,0,0,0,0.09,0.55,0,4,0,0,1,6,77.5,0,0,2.5,193.416666,42,0,31441.77,26783.73,0.54,0.46,14.148328,58225.5,0,1,0,0,0,0,0,1,0,0,1,2,1631.74
466809,12,0,0,,0,1,1,0,1,1,0.38,0,0,0.09,0.44,0.09,2,382,91,0,437,92,2643.575,946.288333,0,1757.993333,18134.3375,36,0,2301.2571,71.1729,0.97,0.03,30.265333,2372.43,0,1,1,0,0,0,0,1,0,0,1,3,1081.50
467606,12,0,1,657,0,1,0,0,1,0,0.78,0,0,0,0.22,0,0,312,0,0,90,0,781.75,0,0,152.42,0,41,1,0,13.96,0,1,2.152527,13.96,0,1,0,0,0,0,0,0,0,0,1,1,687.40
467702,12,0,1,450,0,1,1,0,1,1,0.2,0,0,0.58,0.15,0.07,2,81,233,0,61,27,392.5,1171.9475,0,62.131666,564.9375,40,1,0,68.48,0,1,8.218087,68.48,0,1,0,0,0,0,0,0,0,0,1,1,650.37
468066,12,0,1,597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0.03,0,1,1.289792,0.03,0,1,0,0,0,0,0,0,0,0,0,1,1222.52
468446,12,0,1,518,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,9225.68,0,1,0,10.692096,9225.68,0,0,0,0,0,0,0,1,0,0,0,1,626.40
469036,12,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,1.16,0,1,,1.16,0,1,0,0,0,0,0,0,0,0,0,1,626.40
469730,12,0,1,,0,1,0,0,1,1,0.84,0,0,0,0.14,0.03,0,99,0,0,16,3,910.416666,0,0,83.555,508.555,43,0,0,0.03,0,1,2.152527,0.03,0,1,0,0,0,0,0,0,0,0,1,1,1009.13
469763,12,0,1,542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,9994.28,0,1,0,,9994.28,0,1,0,0,1,0,0,0,0,0,0,2,1033.50
470257,12,0,1,493,0,1,0,0,0,0,1,0,0,0,0,0,0,34,0,0,0,0,512.916666,0,0,0,0,48,1,0,0.13,0,1,4.701974,0.13,0,0,1,0,0,0,0,0,0,0,1,1,766.40
470662,12,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0.01,0,1,2.152527,0.01,0,1,0,0,0,0,0,0,0,0,1,1,618.50
471659,12,0,0,592,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,10.215,37,0,58947.76,0,1,0,11.449469,58947.76,0,1,0,0,0,0,1,0,0,0,0,2,766.40
472545,12,0,1,445,0,1,0,0,0,1,0.91,0,0,0,0,0.09,0,52,0,0,0,5,710.5,0,0,0,65.1775,36,1,0,3.2,0,1,13.467494,3.2,0,0,1,0,0,0,0,0,0,0,1,1,646.51
472683,12,0,1,537,0,1,0,0,1,1,0.66,0,0,0,0.33,0.01,0,238,0,0,117,4,871.666666,0,0,172.7975,97.083333,33,0,0,6.25,0,1,4.305054,6.25,0,1,0,0,0,0,0,0,0,0,1,1,766.40
473207,12,0,1,640,0,1,0,0,1,0,0.76,0,0,0,0.24,0,0,71,0,0,23,0,836.25,0,0,129.064166,0,33,1,0,0.01,0,1,2.775398,0.01,0,0,1,0,0,0,0,0,0,0,1,1,772.21
473279,12,0,1,522,0,1,1,0,1,1,0.41,0,0,0.22,0.35,0.02,2,77,42,0,66,3,1603.110833,14.115833,0,134.235833,41.726666,32,1,0,78.94,0,1,5.160701,78.94,0,1,1,0,0,0,0,0,0,0,1,2,1465.10
473425,12,0,0,422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,2.33,0,1,1.303705,2.33,0,1,0,0,0,0,0,0,0,0,0,1,650.31
473897,12,0,1,542,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,2166.05,0,1,0,10.692096,2166.05,0,0,0,0,0,0,0,1,0,0,0,1,795.03
474188,12,0,1,441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,1.19,0,1,0.848822,1.19,0,1,0,0,0,0,0,0,0,0,1,1,726.62
474604,12,0,0,480,1,1,0,0,0,1,0.33,0,0,0,0,0.67,0,1,0,0,0,2,41.666666,0,0,0,14.75,36,0,31129.71,0,1,0,12.844623,31129.71,0,1,0,0,0,0,0,1,0,0,1,2,1342.40
474779,12,0,1,499,0.07,1,0,0,1,1,0.56,0,0,0,0.31,0.13,0,30,0,0,17,7,127.083333,0,0,42.684166,157.343333,47,0,671.4631,20.7669,0.97,0.03,20.331286,692.23,0,1,0,0,0,0,0,0,1,1,1,2,791.10
474976,12,0,0,604,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,8728.27,0,1,0,10.692096,8728.27,0,0,0,0,0,0,0,1,0,0,0,1,891.89
475044,12,0,1,548,0,1,0,0,1,0,0.87,0,0,0,0.13,0,0,85,0,0,13,0,731.083333,0,0,14.98,0,33,0,0,3.03,0,1,3.234125,3.03,0,1,0,0,0,0,0,0,0,0,1,1,843.91
475147,12,0,1,615,0.6,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,10,0,0,0,0,57.604166,41,0,3043.02,0,1,0,10.692096,3043.02,0,0,1,0,0,0,0,1,0,0,0,2,618.50
476007,12,0,1,554,0,1,0,0,1,1,0.27,0,0,0,0.72,0,0,84,0,0,221,1,950.124166,0,0,385.835,29.166666,32,0,0,261.66,0,1,4.856523,261.66,0,1,0,0,0,0,0,0,0,0,1,1,964.70
476987,12,0,1,466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0.01,0,1,1.289792,0.01,0,1,0,0,0,0,0,0,0,0,0,1,854.18
477024,12,0,1,697,0.44,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,10,0,0,0,0,88.355,37,0,9018.08,0,1,0,27.312477,9018.08,0,1,1,0,0,0,0,1,1,1,0,4,951.17
477521,12,0,1,675,0.94,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,28.333333,45,0,27700.3288,856.7112,0.97,0.03,14.960556,28557.04,0,1,0,0,0,0,1,0,0,0,0,2,791.10
477528,12,0,0,481,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,6439.67,0,1,0,10.692096,6439.67,0,1,0,0,0,0,0,1,0,0,0,2,687.40
478163,12,0,0,712,1,1,0,0,1,0,0.54,0,0,0,0.46,0,0,66,0,0,56,0,887.25,0,0,286.181666,0,34,1,4321.6632,375.7968,0.92,0.08,12.844623,4697.46,0,1,0,0,0,0,0,1,0,0,1,2,782.60
478196,12,0,0,670,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,14797.74,0,1,0,10.692096,14797.74,0,1,0,0,0,0,0,1,0,0,0,2,922.24
478388,12,0,1,649,0.04,1,1,0,1,1,0.21,0,0,0.32,0.46,0.01,2,91,138,0,202,6,479.083333,544.438333,0,464.080833,72.5,37,0,1220.1638,600.9762,0.67,0.33,19.582293,1821.14,0,1,0,0,0,0,0,0,1,1,1,2,1915.80
478492,12,0,1,454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,71.42,0,1,1.303705,71.42,0,1,0,0,0,0,0,0,0,0,0,1,649.14
478521,12,0,1,541,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,23.75,0,0,0,0,37,0,0,169.22,0,1,4.701974,169.22,0,1,1,0,0,0,0,0,0,0,1,2,795.40
478579,12,0,1,551,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2.25,40,0,0,0.01,0,1,2.152527,0.01,0,1,0,0,0,0,0,0,0,0,1,1,851.92
478588,12,0,1,579,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,23,0,0,0,0,568.833333,33,0,0,200.12,0,1,1.303705,200.12,0,1,0,0,0,0,0,0,0,0,0,1,964.70
478747,12,0,1,664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,1.22,0,1,3.001349,1.22,0,1,1,0,0,0,0,0,0,0,1,2,791.10
478964,12,0,1,479,0,1,0,0,1,1,0.27,0,0,0,0.7,0.03,0,36,0,0,92,4,340.029166,0,0,132.351666,113.166666,32,1,0,113.73,0,1,4.418438,113.73,0,1,1,0,0,0,0,0,0,0,1,2,605.32
479002,12,0,1,631,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,50.833333,47,0,0,3483.69,0,1,4.770606,3483.69,0,1,0,0,0,0,0,0,0,0,0,1,618.50
479361,12,0,0,514,1,1,1,0,1,1,0.25,0,0,0.03,0.72,0,0,83,10,0,239,1,272.916666,29.634166,0,254.469166,6.666666,46,0,1710.304,427.576,0.8,0.2,19.360187,2137.88,0,1,0,0,0,0,0,0,1,1,1,2,618.50
479529,12,0,1,527,0,1,0,0,1,0,0.63,0,0,0,0.37,0,0,254,0,0,150,0,952.916666,0,0,199.765833,0,31,1,0,115.73,0,1,3.234125,115.73,0,1,0,0,0,0,0,0,0,0,1,1,833.29
479749,12,0,1,580,0,1,0,0,1,1,0.52,0,0,0,0.4,0.08,0,13,0,0,10,2,87.5,0,0,20.07,208.333333,53,0,0,7.62,0,1,3.442319,7.62,0,1,1,0,0,0,0,0,0,0,1,2,1218.25
479899,12,0,1,694,0.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,38988.4473,393.8227,0.99,0.01,10.145764,39382.27,0,1,0,0,0,0,1,0,0,0,0,2,766.40
480066,12,0,1,720,0,1,0,0,1,1,0.86,0,0,0,0.04,0.1,0,61,0,0,3,7,650.833333,0,0,0.454166,33.075,57,1,0,0.39,0,1,2.152527,0.39,0,1,0,0,0,0,0,0,0,0,1,1,639.26
480787,12,0,0,557,0,1,0,0,0,1,0.5,0,0,0,0,0.5,0,1,0,0,0,1,0.416666,0,0,0,0.833333,37,0,0,1.57,0,1,2.152527,1.57,0,1,1,0,0,0,0,0,0,0,1,2,721.28
481150,12,0,0,525,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,28876.61,0,1,0,10.692096,28876.61,0,0,0,0,0,0,0,1,0,0,0,1,969.20
481591,12,0,1,380,0.96,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,10,0,0,0,0,461.1775,38,0,61929.85,0,1,0,16.962924,61929.85,0,1,0,0,0,0,1,0,0,0,0,2,687.40
482392,12,0,0,,0,0,1,0,0,1,0,0,0,0.85,0,0.15,0,0,11,0,0,2,0,9.625,0,0,10.833333,52,0,0,73.4,0,1,2.385303,73.4,0,1,0,0,0,0,0,0,0,0,0,1,687.40
482474,12,0,1,599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0.18,0,1,1.289792,0.18,0,1,0,0,0,0,0,0,0,0,0,1,1465.10
482849,12,0,0,615,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,3799.76,0,1,0,10.692096,3799.76,0,0,0,0,0,0,0,1,0,0,0,1,970.80
482907,12,0,0,474,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,32.58,34,0,55091.94,0,1,0,20.83786,55091.94,0,1,0,0,0,0,1,1,0,0,0,3,1033.20
482975,12,0,0,657,1,1,1,0,1,1,0.57,0,0,0.35,0.04,0.05,2,60,37,0,4,5,419.583333,272.361666,0,8.519166,120,31,1,0,0.91,0,1,14.99715,0.91,0,1,1,0,0,0,0,0,0,0,1,2,596.24
483555,12,0,1,517,0,1,0,0,1,0,0.87,0,0,0,0.13,0,0,73,0,0,11,0,590.416666,0,0,33.138333,0,51,0,937.1439,9.4661,0.99,0.01,19.041494,946.61,0,1,0,0,0,0,0,0,1,1,1,2,766.40
483941,12,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,7924.1778,80.0422,0.99,0.01,21.384192,8004.22,0,1,0,0,0,0,0,1,0,0,0,2,766.40
484142,12,0,1,486,0,1,0,0,1,1,0.59,0,0,0,0.37,0.04,0,66,0,0,41,4,571.583333,0,0,61.146666,112,38,1,0,1.25,0,1,2.152527,1.25,0,1,0,0,0,0,0,0,0,0,1,1,672.19
484172,12,0,1,697,0.43,1,0,0,1,1,0.51,0,0,0,0.48,0.01,0,132,0,0,126,2,427.225,0,0,226.1325,163.333333,39,1,15174.4329,153.2771,0.99,0.01,13.467494,15327.71,0,0,1,0,0,0,0,1,0,1,1,3,673.13
484312,12,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,71.68,0,1,0,,71.68,0,0,0,0,0,0,0,1,0,0,0,1,761.69
484714,12,0,1,731,0,1,1,0,1,1,0.36,0,0,0.15,0.46,0.03,2,69,28,0,88,6,601.25,126.198333,0,187.415833,119.160833,34,1,0,231.5,0,1,2.775398,231.5,0,0,1,0,0,0,0,0,0,0,1,1,765.41
484760,12,0,1,503,0,1,0,0,1,1,0.79,0,0,0,0.17,0.03,0,23,0,0,5,1,270.416666,0,0,26.049166,12.5,38,1,0,85.36,0,1,13.885998,85.36,0,1,0,0,0,0,0,0,0,0,1,1,964.70
484826,12,0,1,677,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,4104.41,0,1,0,26.277358,4104.41,0,0,0,0,0,0,0,0,1,1,0,1,791.10
485001,12,0,1,683,0.99,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,38.538333,36,0,73125.5,0,1,0,11.449469,73125.5,0,1,0,0,0,0,1,0,0,0,0,2,766.40
485372,12,0,1,948,0.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,13.908464,0,0,1,1,0,0,0,0,0,1,0,0,2,1062.93
485512,12,0,1,377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,8.39,0,1,3.216368,8.39,0,1,1,0,0,0,0,0,0,0,0,2,742.42
