llave_cod_cliente,admin_antiguedad_banco,admin_flag_gerenciado,buro_creditos_otros_bancos,buro_score_apc,buro_wallet_share,comp_flag_atm,comp_flag_bpi,comp_flag_cnb,comp_flag_pos,comp_flag_suc,comp_perc_atm,comp_perc_canal_fisico,comp_perc_cnb,comp_perc_bpi,comp_perc_pos,comp_perc_suc,comp_score_digital,comp_txn_atm,comp_txn_bpi,comp_txn_cnb,comp_txn_pos,comp_txn_suc,comp_usd_atm_prom,comp_usd_bpi_prom,comp_usd_cnb_prom,comp_usd_pos_prom,comp_usd_suc_prom,dem_edad,dem_planilla,finc_bal_act,finc_bal_pas,finc_perc_act_tc,finc_perc_pas_tc,finc_sva,finc_tamano_comercial,pdcto_flag_auto,pdcto_flag_cta_ahorro,pdcto_flag_cta_corriente,pdcto_flag_cta_dpf,pdcto_flag_financomer,pdcto_flag_garantizado,pdcto_flag_hipoteca,pdcto_flag_pp,pdcto_flag_seguros,pdcto_flag_tiene_tdc,pdcto_flag_tiene_tdd,pdcto_ivc_actual,dem_salario
1183,23,0,0,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,11,0,0,0,0,464.666666,66,0,19305.68,0,1,0,11.237869,19305.68,0,0,1,0,0,0,1,0,0,0,0,2,1252.07
1361,23,0,1,629,0.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,9087.1,0,1,0,10.145764,9087.1,0,0,0,0,0,0,1,0,0,0,0,1,1033.50
1551,23,0,1,661,0.02,1,0,1,0,1,0.33,1,0.33,0,0,0.33,0,1,0,1,0,1,1.666666,0,25,0,16.666666,56,0,684.233,120.747,0.85,0.15,18.786289,804.98,0,1,0,0,0,0,0,0,1,1,1,2,1073.25
1702,23,0,1,600,0.94,1,1,0,1,1,0.28,0,0,0.13,0.55,0.04,2,53,25,0,105,7,393.75,344.295,0,194.811666,460.733333,76,0,10590.4162,1047.4038,0.91,0.09,33.495872,11637.82,0,0,1,0,0,0,0,1,1,1,1,3,1020.00
2897,23,0,1,329,0,1,0,0,1,1,0.4,0,0,0,0.59,0.01,0,31,0,0,46,1,737.285,0,0,130.401666,40.323333,45,0,0,0,0,0,3.24148,0,0,1,0,0,0,0,0,0,0,0,1,1,766.40
3393,23,0,0,555,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,2770.82,0,1,0,27.717072,2770.82,0,1,0,0,0,0,0,0,1,1,0,2,988.14
3675,23,0,1,642,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,3.65,0,1,16.888967,3.65,0,1,0,0,0,0,0,0,1,1,0,2,1180.80
3698,23,0,1,774,0,1,1,0,1,0,0.24,0,0,0.47,0.29,0,2,13,26,0,16,0,345.416666,1058.21,0,75.265833,0,44,1,0,3.86,0,1,5.368895,3.86,0,1,1,0,0,0,0,0,0,0,1,2,1025.57
3873,23,0,1,771,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,81.666666,43,0,0,9.34,0,1,1.303705,9.34,0,1,0,0,0,0,0,0,0,0,0,1,1012.52
4006,23,0,1,758,0.23,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,10,0,0,0,0,76.666666,51,0,13484.592,136.208,0.99,0.01,14.595001,13620.8,0,1,0,0,0,0,0,1,0,0,0,2,964.70
4484,23,0,1,789,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,875.2,0,1,0,22.32663,875.2,0,1,1,0,0,0,0,0,1,0,0,3,1078.92
6341,23,0,1,631,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,30324.98,0,1,0,22.809993,30324.98,0,1,0,0,0,0,0,1,0,0,0,2,1212.94
6484,23,0,0,770,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,13506.64,0,1,0,10.692096,13506.64,0,0,0,0,0,0,0,1,1,0,0,1,949.93
7078,23,0,1,669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,3.216368,0,0,1,1,0,0,0,0,0,0,0,0,2,1033.20
7282,23,0,1,647,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,5.833333,59,0,0,749.83,0,1,13.683935,749.83,0,1,0,0,0,0,0,0,0,0,0,1,1159.01
7383,23,0,1,749,0,1,1,0,1,1,0.13,0,0,0.51,0.32,0.04,2,28,110,0,68,8,269.166666,412.225833,0,181.004166,148.060833,56,0,0,3.8,0,1,4.367548,3.8,0,0,1,0,0,0,0,0,0,0,1,1,1033.50
7510,23,0,1,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,43,0,0,0,0,1896.666666,79,0,4222.7061,3744.6639,0.53,0.47,38.15422,7967.37,0,1,0,0,0,0,0,1,0,0,0,2,885.84
8369,23,0,1,708,0,1,1,0,1,1,0.41,0,0,0.23,0.35,0.01,2,53,30,0,46,1,385.833333,783.463333,0,276.7775,4.593333,52,0,0,14.1,0,1,2.775398,14.1,0,0,1,0,0,0,0,0,0,0,1,1,1569.88
8806,23,0,1,589,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,6702.28,0,1,0,10.692096,6702.28,0,0,0,0,0,0,0,1,0,0,0,1,859.21
9010,23,0,1,796,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,217.5,48,0,0,298.4,0,1,2.862955,298.4,0,1,0,0,0,0,0,0,0,0,0,1,1151.44
9266,23,0,0,616,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,3990.34,0,1,0,10.692096,3990.34,0,0,0,0,0,0,0,1,0,0,0,1,891.02
10484,23,0,1,712,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,10783.64,0,1,0,10.145764,10783.64,0,0,0,0,0,0,1,0,0,0,0,1,964.70
10947,23,0,1,685,0.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0.01,0,1,20.091422,0.01,0,1,1,0,0,0,0,0,1,1,0,3,1018.18
11238,23,0,1,674,0.25,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.833333,76,0,4165.76,0,1,0,10.692096,4165.76,0,1,0,0,0,0,0,1,0,0,0,2,1085.76
11717,23,0,1,578,0.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,9450.92,0,1,0,18.80163,9450.92,0,1,1,0,0,0,0,0,1,1,0,3,1186.57
11912,23,0,0,547,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,5917.23,0,1,0,10.692096,5917.23,0,0,0,0,0,0,0,1,0,0,0,1,854.54
12503,23,0,1,559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0.03,0,1,2.593497,0.03,0,1,0,0,0,0,0,0,0,0,0,1,847.13
13411,23,0,1,861,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,26.413367,0,0,0,0,0,0,0,0,0,1,0,0,1,1409.20
14450,23,0,0,619,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,12,0,0,0,0,165.833333,73,0,0,105.86,0,1,1.303705,105.86,0,1,0,0,0,0,0,0,0,0,0,1,870.65
14934,23,0,0,571,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,11022.4,0,1,0,26.277358,11022.4,0,0,0,0,0,0,0,1,1,1,0,2,865.95
15033,23,0,1,640,0,1,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0,179.583333,0,0,0,0,37,0,0,2.51,0,1,2.152527,2.51,0,1,0,0,0,0,0,0,0,0,1,1,1029.06
15082,23,0,0,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,90,68,0,0,10041.44,0,1,1.303705,10041.44,0,1,0,0,0,0,0,0,0,0,0,1,698.94
15442,23,0,1,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,5.13,0,1,,5.13,0,1,0,0,0,0,0,0,0,0,0,1,1072.29
16108,23,0,0,524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,29.82,0,1,1.289792,29.82,0,1,0,0,0,0,0,0,0,0,0,1,1137.71
16117,23,0,0,577,0,1,0,0,1,1,0.83,0,0,0,0.14,0.03,0,29,0,0,5,1,429.583333,0,0,8.631666,33.333333,73,0,0,476.5,0,1,5.38669,476.5,0,1,0,0,0,0,0,0,0,0,1,1,874.97
16373,23,0,0,461,1,1,0,0,1,0,0.23,0,0,0,0.77,0,0,9,0,0,30,0,35.416666,0,0,76.215833,0,81,0,0,0.55,0,1,2.152527,0.55,0,1,0,0,0,0,0,0,0,0,1,1,986.99
16437,23,0,0,764,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,108.333333,65,0,2996.2744,487.7656,0.86,0.14,21.122848,3484.04,0,1,0,0,0,0,0,0,1,1,0,2,1118.90
17227,23,0,1,723,0.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,15203.03,0,1,0,10.692096,15203.03,0,0,0,0,0,0,0,1,0,0,0,1,1232.93
17776,23,0,1,644,0,1,1,0,1,1,0.54,0,0,0.06,0.29,0.11,1,110,12,0,60,23,1062.5,25,0,236.210833,320.515,55,0,0,1350.2,0,1,7.313228,1350.2,0,1,0,0,0,0,0,0,1,0,1,1,1107.00
18650,23,0,1,645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,47.79,0,1,10.828105,47.79,0,1,0,0,0,0,0,0,0,0,0,1,1107.00
19567,23,0,0,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,11,0,0,0,0,912.5,84,0,0,1501.24,0,1,2.962705,1501.24,0,1,0,0,0,0,0,0,0,0,0,1,1204.51
19753,23,0,0,612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,3281,0,1,1.303705,3281,0,1,0,0,0,0,0,0,0,0,0,1,893.43
19872,23,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,4112.21,0,1,0,10.692096,4112.21,0,0,0,0,0,0,0,1,0,0,0,1,687.40
20783,23,0,1,476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0.08,0,1,2.593497,0.08,0,1,0,0,0,0,0,0,0,0,0,1,3090.00
21477,23,0,1,362,0,1,1,0,1,1,0.23,0,0,0.02,0.68,0.08,0,69,6,0,208,23,373.29,26.1125,0,258.505,138.2275,52,1,0,75.13,0,1,2.775398,75.13,0,0,1,0,0,0,0,0,0,0,1,1,600.25
21804,23,0,1,729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,1.289792,0,0,1,0,0,0,0,0,0,0,0,0,1,912.00
21881,23,0,1,690,0.09,1,1,0,1,1,0.6,0,0,0.07,0.12,0.21,0,25,3,0,5,9,90.833333,133.333333,0,19.809166,52.36,54,0,4902,0,1,0,19.041494,4902,0,1,0,0,0,0,0,0,1,1,1,2,925.54
24692,23,0,1,,0.22,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,10,0,0,0,0,58.5,52,0,0,160.34,0,1,11.995801,160.34,0,1,0,0,0,0,0,0,0,0,0,1,699.26
24895,23,0,0,672,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,10259.88,0,1,0,10.692096,10259.88,0,0,0,0,0,0,0,1,0,0,0,1,1152.03
25381,23,0,1,711,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,6894.44,0,1,0,10.692096,6894.44,0,0,0,0,0,0,0,1,0,0,0,1,980.25
28812,23,0,1,444,0,1,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,13.333333,0,0,0,0,58,0,12257.69,0,1,0,2.152527,12257.69,0,1,0,0,1,0,0,0,0,0,1,2,978.84
31033,23,0,0,561,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,13421.79,0,1,0,10.692096,13421.79,0,0,0,0,0,0,0,1,0,0,0,1,952.38
31165,23,0,0,,0,1,0,0,1,1,0.86,0,0,0,0.07,0.06,0,152,0,0,13,11,706.666666,0,0,24.939166,911.666666,66,0,0,982.64,0,1,3.315027,982.64,0,1,0,0,0,0,0,0,0,0,1,1,902.19
31228,23,0,0,626,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,13446.9,0,1,0,10.692096,13446.9,0,0,0,0,0,0,0,1,0,0,0,1,1153.72
31718,23,0,1,518,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,16949.35,0,1,0,10.692096,16949.35,0,0,0,0,0,0,0,1,0,0,0,1,875.26
32287,23,0,0,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,117,0,0,0,0,826.593333,79,0,875.4375,3293.3125,0.21,0.79,35.769371,4168.75,0,1,0,0,0,0,0,0,1,1,0,2,698.18
32894,23,0,1,624,0.42,1,1,0,1,1,0.44,0,0,0.29,0.19,0.08,2,63,42,0,27,11,1056.416666,135.293333,0,87.183333,814.166666,54,0,0,0.38,0,1,6.17118,0.38,0,1,0,0,0,0,0,0,0,0,1,1,3831.60
33596,23,0,1,614,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,5579.4,0,1,0,10.692096,5579.4,0,0,0,0,0,0,0,1,0,0,0,1,1038.37
34463,23,0,1,712,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,713.2,0,1,0,10.692096,713.2,0,0,0,0,0,0,0,1,0,0,0,1,1308.31
34973,23,0,0,,0,1,0,0,0,1,0.82,0,0,0,0,0.18,0,163,0,0,0,35,1708.583333,0,0,0,770.416666,79,0,0,1252.64,0,1,22.980784,1252.64,0,1,0,0,0,0,0,0,0,0,1,1,1111.01
35198,23,0,1,807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0.02,0,1,3.216368,0.02,0,1,1,0,0,0,0,0,0,0,0,2,2348.40
36175,23,0,1,719,0,1,0,0,1,1,0.09,0,0,0,0.36,0.55,0,1,0,0,4,6,2.5,0,0,73.436666,224.166666,64,0,0,4419.08,0,1,4.526444,4419.08,0,1,0,0,0,0,0,0,0,0,1,1,912.00
36453,23,0,0,635,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,29588.33,0,1,0,10.692096,29588.33,0,0,0,0,0,0,0,1,0,0,0,1,724.54
39266,23,0,0,648,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,14725.93,0,1,0,10.692096,14725.93,0,0,0,0,0,0,0,1,0,0,0,1,965.20
41139,23,0,1,576,0.97,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,79.25,76,0,16975.1562,3726.2538,0.82,0.18,27.395438,20701.41,0,1,0,0,0,0,0,1,0,0,0,2,1029.89
41515,23,0,1,796,0,1,0,0,1,1,0.6,0,0,0,0.33,0.07,0,18,0,0,10,2,236.666666,0,0,29.959166,9.111666,58,0,24794.1312,766.8288,0.97,0.03,15.003975,25560.96,1,1,0,0,0,0,0,0,0,0,0,2,1195.10
42474,23,0,1,855,0.85,1,0,0,1,1,0.28,0,0,0,0.69,0.02,0,219,0,0,538,19,1041.8625,0,0,667.871666,156.25,61,1,7810.9724,2333.1476,0.77,0.23,28.490102,10144.12,0,1,1,0,0,0,0,0,1,1,0,3,1112.77
45005,23,0,1,696,0,1,0,0,0,1,0.79,0,0,0,0,0.21,0,11,0,0,0,3,21.25,0,0,0,21.25,67,0,0,0.01,0,1,2.152527,0.01,0,1,0,0,0,0,0,0,0,0,1,1,1035.18
45162,23,0,0,517,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,9010.34,0,1,0,10.692096,9010.34,0,0,0,0,0,0,0,1,0,0,0,1,955.72
47421,23,0,0,604,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,33475.28,0,1,0,10.692096,33475.28,0,0,0,0,0,0,0,1,0,0,0,1,945.26
47667,23,0,0,520,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,15798.36,0,1,0,10.692096,15798.36,0,0,0,0,0,0,0,1,0,0,0,1,656.16
47698,23,0,1,511,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,5291.58,0,1,0,10.692096,5291.58,0,0,0,0,0,0,0,1,0,0,0,1,1032.00
47877,23,0,1,622,0.57,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,182.75,51,0,24154.42,0,1,0,14.157781,24154.42,1,1,0,0,0,0,0,0,0,0,0,2,1747.57
48539,23,0,1,772,0,1,0,0,1,1,0.37,0,0,0,0.59,0.04,0,178,0,0,280,18,669.52,0,0,535.0525,500.695833,54,1,0,252.71,0,1,2.152527,252.71,0,1,0,0,0,0,0,0,0,0,1,1,915.57
49477,23,0,1,708,0.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,637.25,0,1,0,10.692096,637.25,0,0,0,0,0,0,0,1,0,0,0,1,971.52
49555,23,0,1,444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,421.26,0,1,1.926576,421.26,0,1,0,0,0,0,0,0,0,0,0,1,970.80
49720,23,0,1,439,0,1,0,0,1,1,0.81,0,0,0,0.13,0.07,0,58,0,0,9,5,523.916666,0,0,20.938333,108.333333,46,0,0,2.79,0,1,12.980632,2.79,0,1,0,0,0,0,0,0,0,0,1,1,791.10
50440,23,0,1,548,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,7028.49,0,1,0,10.692096,7028.49,0,0,0,0,0,0,0,1,0,0,0,1,798.17
50943,23,0,1,609,0.07,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,12,0,0,0,0,180,59,0,3683.691,409.299,0.9,0.1,13.041451,4092.99,1,1,0,0,0,0,0,0,0,0,0,2,912.00
51779,23,0,1,652,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,2006.15,0,1,0,15.585262,2006.15,0,0,0,0,0,0,0,0,1,0,0,1,1085.04
52709,23,0,1,527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,84.49,0,1,12.13181,84.49,0,1,0,0,0,0,0,0,0,0,0,1,766.40
52804,23,0,1,500,0,1,0,0,1,0,0.63,0,0,0,0.37,0,0,31,0,0,18,0,613.333333,0,0,6.529166,0,55,1,0,1.97,0,1,13.603503,1.97,0,0,1,0,0,0,0,0,0,0,1,1,615.48
53331,23,0,1,608,0,1,0,0,1,1,0.8,0,0,0,0.15,0.05,0,122,0,0,23,8,1485.25,0,0,59.310833,325,63,0,2965.418,189.282,0.94,0.06,30.729091,3154.7,0,1,0,0,0,0,0,0,1,1,1,2,970.80
53567,23,0,1,823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0.01,0,1,1.926576,0.01,0,1,1,0,0,0,0,0,0,0,0,2,3090.00
53853,23,0,1,687,0,0,1,0,0,1,0,0,0,0.96,0,0.04,2,0,74,0,0,3,0,1710.211666,0,0,124.114166,55,1,0,859.57,0,1,13.69106,859.57,0,1,0,0,0,0,0,0,0,0,0,1,1074.45
54120,23,0,1,645,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,8767,0,1,0,10.692096,8767,0,0,0,0,0,0,0,1,0,0,0,1,849.89
54178,23,0,1,471,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,12896.17,0,1,0,21.520201,12896.17,0,1,0,0,0,0,0,1,0,0,0,2,787.70
54329,23,0,1,765,0,1,0,0,1,1,0.48,0,0,0,0.36,0.16,0,12,0,0,9,4,95.833333,0,0,49.118333,149.166666,57,0,0,18.86,0,1,14.098957,18.86,0,1,0,0,0,0,0,0,0,0,1,1,1098.33
54519,23,0,1,449,0.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,21975.04,0,1,0,21.520201,21975.04,0,0,0,0,0,0,0,1,0,0,0,1,1033.50
54560,23,0,1,452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,1.95,0,1,2.152527,1.95,0,1,0,0,0,0,0,0,0,0,1,1,671.49
55796,23,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0.01,0,1,12.13181,0.01,0,1,0,0,0,0,0,0,0,0,1,1,766.40
56197,23,0,0,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,197,0,0,0,0,7720.1775,72,0,19593.5949,197.9151,0.99,0.01,38.839407,19791.51,0,0,1,0,0,0,0,1,0,0,0,2,1081.17
57800,23,0,1,757,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,1245.52,0,1,0,15.585262,1245.52,0,0,0,0,0,0,0,0,1,1,0,1,1028.16
58567,23,0,1,786,0,1,0,0,1,0,0.9,0,0,0,0.1,0,0,64,0,0,7,0,1348.75,0,0,14.813333,0,45,1,0,6.2,0,1,12.980632,6.2,0,1,0,0,0,0,0,0,0,0,1,1,1103.08
58610,23,0,1,545,0,1,0,0,1,1,0.3,0,0,0,0.45,0.24,0,46,0,0,69,37,151.25,0,0,108.4275,247.5,46,0,0,28.81,0,1,14.100382,28.81,0,1,0,0,0,0,0,0,0,0,1,1,784.69
59050,23,0,0,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,1583.333333,86,0,0,4657.19,0,1,3.817004,4657.19,0,1,0,0,0,0,0,0,0,0,0,1,1180.35
59650,23,0,1,707,0,1,0,0,0,0,1,0,0,0,0,0,0,102,0,0,0,0,607.5,0,0,0,0,56,1,0,1.03,0,1,12.980632,1.03,0,1,0,0,0,0,0,0,0,0,1,1,1033.20
60596,23,0,1,759,0,1,0,0,1,0,0.43,0,0,0,0.57,0,0,51,0,0,68,0,1110.833333,0,0,735.245,0,60,0,0,7411.61,0,1,14.911052,7411.61,0,1,0,0,0,0,0,0,0,0,1,1,1195.10
61054,23,0,0,,0,1,1,0,0,1,0.42,0,0,0.52,0,0.06,1,14,17,0,0,2,108.333333,874.400833,0,0,250,90,0,0,1547.58,0,1,3.234125,1547.58,0,1,0,0,0,0,0,0,0,0,0,1,1001.89
61542,23,0,0,733,1,1,1,0,0,1,0.05,0,0,0.74,0,0.21,2,2,31,0,0,9,3.333333,891.240833,0,0,105.75,76,0,14274.1632,594.7568,0.96,0.04,24.808088,14868.92,0,0,1,0,0,0,0,0,1,1,1,2,970.80
63169,23,0,1,606,0,1,1,0,1,0,0.31,0,0,0.39,0.29,0,2,115,146,0,109,0,656.75,693.061666,0,152.315,0,47,1,0,14.25,0,1,12.980632,14.25,0,1,0,0,0,0,0,0,0,0,1,1,861.63
63203,23,0,1,663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0.1,0,1,12.117897,0.1,0,1,0,0,0,0,0,0,0,0,0,1,791.38
63821,23,0,1,719,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,5297.99,0,1,0,15.585262,5297.99,0,0,1,0,0,0,0,0,1,1,0,2,1378.83
64868,23,0,1,818,0.08,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,1350,64,0,2711.5757,3057.7343,0.47,0.53,21.512043,5769.31,0,1,0,0,0,0,0,0,1,1,1,2,3955.20
65481,23,0,1,587,0,1,0,0,1,1,0.82,0,0,0,0.17,0.02,0,54,0,0,11,1,680.833333,0,0,34.231666,4.333333,50,1,0,2.35,0,1,3.456232,2.35,0,1,0,0,0,0,0,0,0,0,1,1,679.19
65929,23,0,1,612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,19.31,0,1,1.303705,19.31,0,1,0,0,0,0,0,0,0,0,0,1,1051.99
67496,23,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,3.06,0,1,10.828105,3.06,0,1,0,0,0,0,0,0,0,0,0,1,687.40
68084,23,0,0,487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,33.02,0,1,13.435515,33.02,0,1,0,0,0,0,0,0,0,0,0,1,668.87
68387,23,0,0,,0,1,0,0,1,1,0.7,0,0,0,0.19,0.11,0,120,0,0,32,19,397.916666,0,0,34.7125,524.935833,53,0,0,0.36,0,1,4.265192,0.36,0,1,0,0,0,0,0,0,0,0,1,1,837.09
68483,23,0,1,534,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0.01,0,1,1.289792,0.01,0,1,1,0,0,0,0,0,0,0,0,2,903.25
69305,23,0,0,604,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,10219.7,0,1,0,21.520201,10219.7,0,0,0,0,0,0,0,1,0,0,0,1,866.04
69872,23,0,1,600,0,1,0,0,1,1,0.65,0,0,0,0.33,0.02,0,216,0,0,110,6,734.583333,0,0,128.28,92.5,65,1,0,154.32,0,1,13.603503,154.32,0,0,1,0,0,0,0,0,0,0,1,1,781.22
70914,23,0,0,,0,1,0,0,1,1,0.69,0,0,0,0.03,0.28,0,22,0,0,1,9,554.583333,0,0,5.736666,658.333333,90,0,0,6169.71,0,1,13.521431,6169.71,0,1,0,0,0,0,0,0,0,0,1,1,1053.70
73166,23,0,1,362,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,12.13181,0,0,1,0,0,0,0,0,0,0,0,0,1,797.12
73437,23,0,1,795,0.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,14781.82,0,1,0,31.170524,14781.82,0,0,0,0,0,0,0,0,1,1,0,1,1325.62
74456,23,0,1,544,0,1,0,0,1,1,0.91,0,0,0,0.08,0.01,0,166,0,0,15,1,533.75,0,0,17.005,3.333333,55,1,0,3.63,0,1,12.980632,3.63,0,1,0,0,0,0,0,0,0,0,1,1,628.05
